Ranking,Código do Município,Nome do Município,UF,População
3413,"2202026","Buriti dos Montes"," Piauí",8282
3414,"2615904","Tuparetama"," Pernambuco",8266
3415,"2921450","Mirante"," Bahia",8264
3416,"4211108","Monte Castelo"," Santa Catarina",8263
3417,"3500402","Águas da Prata"," São Paulo",8262
3418,"3517802","Guaraçaí"," São Paulo",8258
3419,"4112751","Jesuítas"," Paraná",8251
3420,"2100402","Altamira do Maranhão"," Maranhão",8250
3421,"1400605","São Luís"," Roraima",8232
3422,"3519907","Iepê"," São Paulo",8228
3423,"3157252","Santa Bárbara do Leste"," Minas Gerais",8212
3424,"4210308","Major Vieira"," Santa Catarina",8209
3425,"3527009","Lindoia"," São Paulo",8201
3426,"3506409","Bilac"," São Paulo",8197
3427,"1717909","Ponte Alta do Tocantins"," Tocantins",8192
3428,"2412807","São Rafael"," Rio Grande do Norte",8183
3429,"1713601","Monte do Carmo"," Tocantins",8182
3430,"5104526","Ipiranga do Norte"," Mato Grosso",8182
3431,"3531209","Monte Alegre do Sul"," São Paulo",8181
3432,"2917359","Jaborandi"," Bahia",8176
3433,"3528106","Macaubal"," São Paulo",8174
3434,"3128907","Guimarânia"," Minas Gerais",8168
3435,"5101605","Barão de Melgaço"," Mato Grosso",8165
3436,"3168804","Tiradentes"," Minas Gerais",8160
3437,"1600238","Ferreira Gomes"," Amapá",8151
3438,"2307205","Jati"," Ceará",8150
3439,"3145877","Orizânia"," Minas Gerais",8138
3440,"4218509","Treze Tílias"," Santa Catarina",8138
3441,"4204905","Descanso"," Santa Catarina",8136
3442,"3154457","Riachinho"," Minas Gerais",8132
3443,"4312252","Minas do Leão"," Rio Grande do Sul",8130
3444,"2910305","Elísio Medrado"," Bahia",8129
3445,"4121752","Reserva do Iguaçu"," Paraná",8127
3446,"1100502","Novo Horizonte do Oeste"," Rondônia",8125
3447,"4306056","Cristal"," Rio Grande do Sul",8121
3448,"4117008","Nova Fátima"," Paraná",8120
3449,"4104105","Campo do Tenente"," Paraná",8118
3450,"3139706","Maravilhas"," Minas Gerais",8113
3451,"2906402","Candeal"," Bahia",8109
3452,"2413409","Serra Negra do Norte"," Rio Grande do Norte",8105
3453,"4127957","Tupãssi"," Paraná",8105
3454,"3521507","Irapuã"," São Paulo",8101
3455,"5204003","Cabeceiras"," Goiás",8098
3456,"5103601","Dom Aquino"," Mato Grosso",8087
3457,"5204854","Campo Limpo de Goiás"," Goiás",8087
3458,"2209971","São João do Arraial"," Piauí",8085
3459,"1505601","Peixe-Boi"," Pará",8084
3460,"1716703","Colméia"," Tocantins",8078
3461,"2919108","Lamarão"," Bahia",8078
3462,"2708709","São Miguel dos Milagres"," Alagoas",8073
3463,"5214861","Nova Glória"," Goiás",8063
3464,"3124807","Estrela do Sul"," Minas Gerais",8057
3465,"4216800","São José do Cerrito"," Santa Catarina",8054
3466,"4317004","Santana da Boa Vista"," Rio Grande do Sul",8037
3467,"5213707","Montes Claros de Goiás"," Goiás",8037
3468,"3147709","Passa Tempo"," Minas Gerais",8031
3469,"4201703","Ascurra"," Santa Catarina",8021
3470,"3204252","Ponto Belo"," Espírito Santo",8016
3471,"2507606","Juarez Távora"," Paraíba",8014
3472,"3121100","Delfim Moreira"," Minas Gerais",8007
3473,"4218251","Timbó Grande"," Santa Catarina",8003
3474,"5204250","Cachoeira Dourada"," Goiás",7997
3475,"3135357","Japonvar"," Minas Gerais",7991
3476,"4316501","Salvador do Sul"," Rio Grande do Sul",7975
3477,"2915700","Itamari"," Bahia",7971
3478,"2403004","Cruzeta"," Rio Grande do Norte",7968
3479,"4103800","Cambira"," Paraná",7967
3480,"2511103","Pedra Lavrada"," Paraíba",7954
3481,"5007554","Santa Rita do Pardo"," Mato Grosso do Sul",7948
3482,"2410207","Portalegre"," Rio Grande do Norte",7944
3483,"2931103","Tanquinho"," Bahia",7936
3484,"3519501","Ibirarema"," São Paulo",7926
3485,"5103858","Gaúcha do Norte"," Mato Grosso",7913
3486,"3200359","Alto Rio Novo"," Espírito Santo",7911
3487,"2806404","Santana do São Francisco"," Sergipe",7906
3488,"3511201","Catiguá"," São Paulo",7905
3489,"2306207","Itaiçaba"," Ceará",7904
3490,"3165701","Senador Firmino"," Minas Gerais",7902
3491,"3130309","Iguatama"," Minas Gerais",7901
3492,"3123528","Durandé"," Minas Gerais",7898
3493,"5204805","Campo Alegre de Goiás"," Goiás",7884
3494,"2201051","Assunção do Piauí"," Piauí",7879
3495,"2104628","Governador Luiz Rocha"," Maranhão",7878
3496,"2109759","Santa Filomena do Maranhão"," Maranhão",7878
3497,"3165305","São Vicente de Minas"," Minas Gerais",7876
3498,"2914307","Iramaia"," Bahia",7874
3499,"3120870","Curral de Dentro"," Minas Gerais",7867
3500,"2505006","Cubati"," Paraíba",7866
3501,"3523800","Itobi"," São Paulo",7862
3502,"2109551","Ribamar Fiquene"," Maranhão",7859
3503,"2301505","Arneiroz"," Ceará",7848
3504,"2515971","Sobrado"," Paraíba",7845
3505,"1717503","Pium"," Tocantins",7830
3506,"2922730","Nova Fátima"," Bahia",7830
3507,"3521101","Ipeúna"," São Paulo",7824
3508,"4316709","Santa Bárbara do Sul"," Rio Grande do Sul",7813
3509,"5002159","Bodoquena"," Mato Grosso do Sul",7802
3510,"5202155","Araguapaz"," Goiás",7795
3511,"4314001","Paraí"," Rio Grande do Sul",7793
3512,"2206506","Monsenhor Hipólito"," Piauí",7785
3513,"3135456","Jenipapo de Minas"," Minas Gerais",7781
3514,"3105004","Baldim"," Minas Gerais",7780
3515,"1301951","Itamarati"," Amazonas",7777
3516,"2606705","Ibirajuba"," Pernambuco",7773
3517,"2304608","General Sampaio"," Ceará",7767
3518,"3542701","Restinga"," São Paulo",7762
3519,"3518859","Guatapará"," São Paulo",7760
3520,"2312809","Senador Sá"," Ceará",7758
3521,"2106359","Marajá do Sena"," Maranhão",7757
3522,"2508208","Lagoa de Dentro"," Paraíba",7754
3523,"2919900","Macururé"," Bahia",7752
3524,"2507408","Jericó"," Paraíba",7751
3525,"5200605","Alto Paraíso de Goiás"," Goiás",7751
3526,"2313708","Umari"," Ceará",7740
3527,"3552304","Sud Mennucci"," São Paulo",7738
3528,"3117836","Cônego Marinho"," Minas Gerais",7730
3529,"4322301","Tuparendi"," Rio Grande do Sul",7730
3530,"3553500","Tapiraí"," São Paulo",7725
3531,"3550506","São Pedro do Turvo"," São Paulo",7724
3532,"3106408","Belo Vale"," Minas Gerais",7723
3533,"2300606","Altaneira"," Ceará",7712
3534,"4123303","Santa Cruz de Monte Castelo"," Paraná",7705
3535,"2202083","Cajueiro da Praia"," Piauí",7704
3536,"4127809","Tomazina"," Paraná",7699
3537,"3134806","Jacuí"," Minas Gerais",7695
3538,"1715754","Palmeirópolis"," Tocantins",7694
3539,"4319158","São Miguel das Missões"," Rio Grande do Sul",7692
3540,"4302451","Boqueirão do Leão"," Rio Grande do Sul",7691
3541,"1721109","Tocantínia"," Tocantins",7688
3542,"3543253","Ribeirão Grande"," São Paulo",7686
3543,"3169208","Tombos"," Minas Gerais",7683
3544,"4314209","Pedro Osório"," Rio Grande do Sul",7683
3545,"2514909","São Mamede"," Paraíba",7682
3546,"1718865","Santa Fé do Araguaia"," Tocantins",7678
3547,"2200251","Alagoinha do Piauí"," Piauí",7678
3548,"4215307","Salete"," Santa Catarina",7674
3549,"4109906","Icaraíma"," Paraná",7671
3550,"3166907","Serrania"," Minas Gerais",7667
3551,"2202778","Colônia do Piauí"," Piauí",7665
3552,"5212303","Leopoldo de Bulhões"," Goiás",7663
3553,"3122207","Divinolândia de Minas"," Minas Gerais",7655
3554,"2105989","Lajeado Novo"," Maranhão",7653
3555,"2804300","Muribeca"," Sergipe",7653
3556,"1200054","Assis Brasil"," Acre",7649
3557,"4207700","Ipumirim"," Santa Catarina",7647
3558,"4207684","Ipuaçu"," Santa Catarina",7643
3559,"4212304","Paulo Lopes"," Santa Catarina",7642
3560,"2404853","Itajá"," Rio Grande do Norte",7641
3561,"3138625","Limeira do Oeste"," Minas Gerais",7640
3562,"2111250","São José dos Basílios"," Maranhão",7639
3563,"4314027","Paraíso do Sul"," Rio Grande do Sul",7635
3564,"3164001","São Pedro dos Ferros"," Minas Gerais",7634
3565,"3116704","Coimbra"," Minas Gerais",7631
3566,"5219001","Sanclerlândia"," Goiás",7630
3567,"4107751","Figueira"," Paraná",7625
3568,"2406304","Lagoa de Pedras"," Rio Grande do Norte",7624
3569,"2514206","São José da Lagoa Tapada"," Paraíba",7622
3570,"2707404","Porto de Pedras"," Alagoas",7618
3571,"3553906","Tarabai"," São Paulo",7609
3572,"3505401","Barra do Turvo"," São Paulo",7606
3573,"3131109","Inimutaba"," Minas Gerais",7605
3574,"3126000","Florestal"," Minas Gerais",7602
3575,"3142403","Moema"," Minas Gerais",7589
3576,"3137106","Lagamar"," Minas Gerais",7588
3577,"2101731","Belágua"," Maranhão",7586
3578,"2606309","Granito"," Pernambuco",7586
3579,"1505494","Palestina do Pará"," Pará",7575
3580,"5006408","Pedro Gomes"," Mato Grosso do Sul",7568
3581,"5004403","Inocência"," Mato Grosso do Sul",7566
3582,"2312502","São João do Jaguaribe"," Ceará",7557
3583,"2706604","Paulo Jacinto"," Alagoas",7556
3584,"4109500","Guaraqueçaba"," Paraná",7554
3585,"4214607","Rio do Oeste"," Santa Catarina",7552
3586,"4301750","Barão do Triunfo"," Rio Grande do Sul",7550
3587,"3125606","Felisburgo"," Minas Gerais",7548
3588,"3200508","Apiacá"," Espírito Santo",7542
3589,"3162203","São João Batista do Glória"," Minas Gerais",7541
3590,"3150570","Pintópolis"," Minas Gerais",7540
3591,"3536406","Paulicéia"," São Paulo",7540
3592,"3158508","Santana de Pirapama"," Minas Gerais",7538
3593,"4106456","Coronel Domingos Soares"," Paraná",7538
3594,"1500131","Abel Figueiredo"," Pará",7536
3595,"3162948","São José da Barra"," Minas Gerais",7532
3596,"3505104","Barbosa"," São Paulo",7532
3597,"2504157","Casserengue"," Paraíba",7530
3598,"2616183","Vertente do Lério"," Pernambuco",7526
3599,"4103057","Boa Vista da Aparecida"," Paraná",7524
3600,"3533601","Nuporanga"," São Paulo",7522
3601,"2610103","Palmeirina"," Pernambuco",7509
3602,"4218608","Trombudo Central"," Santa Catarina",7506
3603,"4120705","Quatiguá"," Paraná",7504
3604,"5005251","Laguna Carapã"," Mato Grosso do Sul",7496
3605,"3121803","Dionísio"," Minas Gerais",7493
3606,"3145059","Nova Porteirinha"," Minas Gerais",7493
3607,"2602506","Brejinho"," Pernambuco",7489
3608,"3116506","Claro dos Poções"," Minas Gerais",7478
3609,"1710508","Itacajá"," Tocantins",7471
3610,"4320263","Segredo"," Rio Grande do Sul",7465
3611,"2922201","Muniz Ferreira"," Bahia",7464
3612,"4210407","Maracajá"," Santa Catarina",7461
3613,"2515005","São Miguel de Taipu"," Paraíba",7450
3614,"2110658","São Domingos do Azeitão"," Maranhão",7448
3615,"3101805","Alpercata"," Minas Gerais",7448
3616,"2924108","Pedrão"," Bahia",7438
3617,"4101309","Antônio Olinto"," Paraná",7421
3618,"4118709","Paulo Frontin"," Paraná",7418
3619,"5212105","Joviânia"," Goiás",7417
3620,"4311502","Lavras do Sul"," Rio Grande do Sul",7410
3621,"2208908","Ribeiro Gonçalves"," Piauí",7408
3622,"3135605","Jequitaí"," Minas Gerais",7407
3623,"2300804","Antonina do Norte"," Ceará",7402
3624,"4300646","Ametista do Sul"," Rio Grande do Sul",7396
3625,"3162609","São João do Oriente"," Minas Gerais",7393
3626,"4309506","Guarani das Missões"," Rio Grande do Sul",7393
3627,"3130606","Inconfidentes"," Minas Gerais",7387
3628,"3526605","Lavrinhas"," São Paulo",7361
3629,"4100103","Abatiá"," Paraná",7360
3630,"1501758","Brejo Grande do Araguaia"," Pará",7357
3631,"2502003","Belém do Brejo do Cruz"," Paraíba",7356
3632,"2707909","Santa Luzia do Norte"," Alagoas",7344
3633,"2202174","Campo Largo do Piauí"," Piauí",7342
3634,"5004908","Jaraguari"," Mato Grosso do Sul",7342
3635,"3166303","Sericita"," Minas Gerais",7340
3636,"5211305","Itarumã"," Goiás",7337
3637,"4216404","São João do Sul"," Santa Catarina",7332
3638,"3130655","Indaiabira"," Minas Gerais",7328
3639,"3159357","Santa Rita de Minas"," Minas Gerais",7322
3640,"3524501","Jaci"," São Paulo",7322
3641,"4212007","Palma Sola"," Santa Catarina",7321
3642,"3534203","Orindiúva"," São Paulo",7318
3643,"3160454","Santo Antônio do Retiro"," Minas Gerais",7316
3644,"4311759","Manoel Viana"," Rio Grande do Sul",7315
3645,"2701902","Chã Preta"," Alagoas",7311
3646,"2206704","Nazaré do Piauí"," Piauí",7307
3647,"4213807","Praia Grande"," Santa Catarina",7305
3648,"3302304","Laje do Muriaé"," Rio de Janeiro",7298
3649,"2931400","Teodoro Sampaio"," Bahia",7296
3650,"2914208","Irajuba"," Bahia",7295
3651,"3512902","Cosmorama"," São Paulo",7289
3652,"5001508","Bandeirantes"," Mato Grosso do Sul",7281
3653,"2508505","Livramento"," Paraíba",7274
3654,"2901957","Apuarema"," Bahia",7274
3655,"2510006","Nazarezinho"," Paraíba",7271
3656,"1706100","Cristalândia"," Tocantins",7268
3657,"4309902","Ibiraiaras"," Rio Grande do Sul",7267
3658,"3121407","Desterro de Entre Rios"," Minas Gerais",7266
3659,"2304277","Ereré"," Ceará",7254
3660,"4211801","Ouro"," Santa Catarina",7251
3661,"3154150","Reduto"," Minas Gerais",7247
3662,"5102686","Campos de Júlio"," Mato Grosso",7245
3663,"4112959","Juranda"," Paraná",7244
3664,"3123809","Engenheiro Navarro"," Minas Gerais",7240
3665,"3305133","São José de Ubá"," Rio de Janeiro",7240
3666,"2507804","Junco do Seridó"," Paraíba",7238
3667,"3170750","Varjão de Minas"," Minas Gerais",7235
3668,"2615102","Terezinha"," Pernambuco",7227
3669,"2503555","Cacimbas"," Paraíba",7225
3670,"1701903","Araguacema"," Tocantins",7223
3671,"2502151","Boa Vista"," Paraíba",7218
3672,"4113734","Luiziana"," Paraná",7217
3673,"4305900","Coronel Bicaco"," Rio Grande do Sul",7213
3674,"2503605","Caiçara"," Paraíba",7182
3675,"5207253","Doverlândia"," Goiás",7174
3676,"1707207","Dois Irmãos do Tocantins"," Tocantins",7173
3677,"2705408","Monteirópolis"," Alagoas",7171
3678,"2400901","Antônio Martins"," Rio Grande do Norte",7162
3679,"3532801","Nova Aliança"," São Paulo",7161
3680,"4200408","Água Doce"," Santa Catarina",7160
3681,"3148756","Pedra Bonita"," Minas Gerais",7157
3682,"4209508","Laurentino"," Santa Catarina",7154
3683,"3165206","São Tomé das Letras"," Minas Gerais",7151
3684,"3121209","Delfinópolis"," Minas Gerais",7146
3685,"4300638","Amaral Ferrador"," Rio Grande do Sul",7136
3686,"1101005","Governador Jorge Teixeira"," Rondônia",7130
3687,"2109239","Presidente Médici"," Maranhão",7124
3688,"2200053","Acauã"," Piauí",7119
3689,"3138906","Machacalis"," Minas Gerais",7112
3690,"3144359","Naque"," Minas Gerais",7104
3691,"4218400","Treze de Maio"," Santa Catarina",7104
3692,"4103206","Bom Sucesso"," Paraná",7103
3693,"3164308","São Roque de Minas"," Minas Gerais",7100
3694,"4128609","Verê"," Paraná",7094
3695,"4115002","Marilena"," Paraná",7093
3696,"5100359","Alto Boa Vista"," Mato Grosso",7092
3697,"4113007","Jussara"," Paraná",7069
3698,"2403202","Doutor Severiano"," Rio Grande do Norte",7068
3699,"3131604","Iraí de Minas"," Minas Gerais",7067
3700,"3115706","Central de Minas"," Minas Gerais",7059
3701,"3554953","Tuiuti"," São Paulo",7058
3702,"4313805","Palmitinho"," Rio Grande do Sul",7056
3703,"2501203","Areial"," Paraíba",7054
3704,"1100072","Corumbiara"," Rondônia",7052
3705,"3101631","Alfredo Vasconcelos"," Minas Gerais",7052
3706,"1700301","Aguiarnópolis"," Tocantins",7049
3707,"2100550","Amapá do Maranhão"," Maranhão",7047
3708,"3158300","Santana da Vargem"," Minas Gerais",7047
3709,"2203354","Dirceu Arcoverde"," Piauí",7046
3710,"4310504","Iraí"," Rio Grande do Sul",7046
3711,"3165404","Sapucaí-Mirim"," Minas Gerais",7045
3712,"5104542","Itanhangá"," Mato Grosso",7030
3713,"3128808","Guidoval"," Minas Gerais",7026
3714,"3109451","Cabeceira Grande"," Minas Gerais",7025
3715,"3547908","Santo Antônio da Alegria"," São Paulo",7024
3716,"2201408","Barro Duro"," Piauí",7022
3717,"3100104","Abadia dos Dourados"," Minas Gerais",7022
3718,"2106201","Luís Domingues"," Maranhão",7016
3719,"3157104","Salto da Divisa"," Minas Gerais",7014
3720,"3130705","Indianópolis"," Minas Gerais",7009
3721,"2803708","Macambira"," Sergipe",7002
3722,"2515807","Serra Redonda"," Paraíba",7001
3723,"3118205","Conquista"," Minas Gerais",6997
3724,"4108650","Goioxim"," Paraná",6997
3725,"2703502","Jacuípe"," Alagoas",6992
3726,"3103751","Araporã"," Minas Gerais",6992
3727,"4210803","Meleiro"," Santa Catarina",6989
3728,"1707108","Divinópolis do Tocantins"," Tocantins",6986
3729,"3165107","São Tomás de Aquino"," Minas Gerais",6980
3730,"2708204","São Brás"," Alagoas",6977
3731,"3130556","Imbé de Minas"," Minas Gerais",6976
3732,"2701357","Campestre"," Alagoas",6972
3733,"5106653","Pontal do Araguaia"," Mato Grosso",6972
3734,"3524204","Jaborandi"," São Paulo",6963
3735,"4124608","São Carlos do Ivaí"," Paraná",6961
3736,"4122701","Sabáudia"," Paraná",6954
3737,"1503754","Jacareacanga"," Pará",6952
3738,"4300208","Ajuricaba"," Rio Grande do Sul",6951
3739,"1503002","Faro"," Pará",6949
3740,"3163805","São Miguel do Anta"," Minas Gerais",6949
3741,"3164605","São Sebastião do Oeste"," Minas Gerais",6948
3742,"3122355","Divisa Alegre"," Minas Gerais",6946
3743,"2513604","Santana dos Garrotes"," Paraíba",6942
3744,"2203404","Dom Expedito Lopes"," Piauí",6940
3745,"4107900","Floresta"," Paraná",6926
3746,"3502309","Anhembi"," São Paulo",6911
3747,"4318606","São José do Ouro"," Rio Grande do Sul",6911
3748,"2405108","Jandaíra"," Rio Grande do Norte",6907
3749,"1700400","Almas"," Tocantins",6905
3750,"5215504","Ouvidor"," Goiás",6895
3751,"5220686","Simolândia"," Goiás",6895
3752,"4309654","Hulha Negra"," Rio Grande do Sul",6894
3753,"1200435","Santa Rosa do Purus"," Acre",6893
3754,"4203402","Campo Belo do Sul"," Santa Catarina",6889
3755,"2207207","Padre Marcos"," Piauí",6879
3756,"4128708","Vitorino"," Paraná",6879
3757,"3117876","Confins"," Minas Gerais",6867
3758,"5005152","Juti"," Mato Grosso do Sul",6861
3759,"5106182","Nova Lacerda"," Mato Grosso",6861
3760,"3112406","Capetinga"," Minas Gerais",6860
3761,"2111672","São Roberto"," Maranhão",6856
3762,"3138005","Laranjal"," Minas Gerais",6856
3763,"2911501","Gongogi"," Bahia",6852
3764,"3108107","Bonfim"," Minas Gerais",6852
3765,"2406205","Lagoa d'Anta"," Rio Grande do Norte",6851
3766,"2201770","Boa Hora"," Piauí",6848
3767,"3548203","Santo Antônio do Pinhal"," São Paulo",6843
3768,"4305439","Chuí"," Rio Grande do Sul",6832
3769,"1713809","Palmeiras do Tocantins"," Tocantins",6830
3770,"5101852","Bom Jesus do Araguaia"," Mato Grosso",6830
3771,"3524907","Jambeiro"," São Paulo",6828
3772,"3113602","Careaçu"," Minas Gerais",6826
3773,"2206670","Morro do Chapéu do Piauí"," Piauí",6825
3774,"1101435","Nova União"," Rondônia",6822
